"term","fullTerm"
"ecrm:E5_Event","http://erlangen-crm.org/current/E5_Event"
"odrl:unit","http://www.w3.org/ns/odrl/2/unit"
"odrl:Agreement","http://www.w3.org/ns/odrl/2/Agreement"
"odrl:Individual","http://www.w3.org/ns/odrl/2/Individual"
"odrl:Offer","http://www.w3.org/ns/odrl/2/Offer"
"odrl:assignee","http://www.w3.org/ns/odrl/2/assignee"
"odrl:industry","http://www.w3.org/ns/odrl/2/industry"
"odrl:media","http://www.w3.org/ns/odrl/2/media"
"odrl:meteredTime","http://www.w3.org/ns/odrl/2/meteredTime"
"odrl:operator","http://www.w3.org/ns/odrl/2/operator"
"owl:deprecated","http://www.w3.org/2002/07/owl#deprecated"
"bbcprov:deprecated","http://www.bbc.co.uk/ontologies/provenance/deprecated"
"nao:deprecated","http://www.semanticdesktop.org/ontologies/2007/08/15/nao#deprecated"
"scovo:dimension","http://purl.org/NET/scovo#dimension"
"gr:ProductOrServicesSomeInstancesPlaceholder","http://purl.org/goodrelations/v1#ProductOrServicesSomeInstancesPlaceholder"
"scovo:dataset","http://purl.org/NET/scovo#dataset"
"solid:inbox","http://www.w3.org/ns/solid/terms#inbox"
"dnbt:deprecatedUri","http://d-nb.info/standards/elementset/dnb#deprecatedUri"
"akt:Journal","http://www.aktors.org/ontology/portal#Journal"
"opus:Journal","http://lsdis.cs.uga.edu/projects/semdis/opus#Journal"
"swrc:journal","http://swrc.ontoware.org/ontology#journal"
"opus:journal_name","http://lsdis.cs.uga.edu/projects/semdis/opus#journal_name"
"swpo:Journal","http://sw-portal.deri.org/ontologies/swportal#Journal"
"npg:Journal","http://ns.nature.com/terms/Journal"
"swrc:Journal","http://swrc.ontoware.org/ontology#Journal"
"ncal:Journal","http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#Journal"
"earth:journal","http://linked.earth/ontology#journal"
"km4c:Optics_and_photography","http://www.disit.org/km4city/schema#Optics_and_photography"
"gndo:directorOfPhotography","http://d-nb.info/standards/elementset/gnd#directorOfPhotography"
"rdarole:directorOfPhotographyWork","http://rdvocab.info/roles/directorOfPhotographyWork"
"rdarole:directorOfPhotography","http://rdvocab.info/roles/directorOfPhotography"
"rdau:P60452","http://rdaregistry.info/Elements/u/P60452"
"rdaw:P10068","http://rdaregistry.info/Elements/w/P10068"
"rdaa:P50207","http://rdaregistry.info/Elements/a/P50207"
"rdau:P60678","http://rdaregistry.info/Elements/u/P60678"
"ebucore:Picture","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#Picture"
"gvp:aat2412_involves","http://vocab.getty.edu/ontology#aat2412_involves"
"identity:MiscData","http://www.identity.org/ontologies/identity.owl#MiscData"
"ceo:PhotoPrinter","http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#PhotoPrinter"
"mtlo:BC47_Image","http://www.ics.forth.gr/isl/MarineTLO/v4/marinetlo.owl#BC47_Image"
"ecrm:E28_Conceptual_Object","http://erlangen-crm.org/current/E28_Conceptual_Object"
"ecrm:E38_Image","http://erlangen-crm.org/current/E38_Image"
"crm:E28_Conceptual_Object","http://www.cidoc-crm.org/cidoc-crm/E28_Conceptual_Object"
"mtlo:BC17_Conceptual_Object","http://www.ics.forth.gr/isl/MarineTLO/v4/marinetlo.owl#BC17_Conceptual_Object"
"sor:workPartnerOf","http://purl.org/net/soron/workPartnerOf"
"vivo:researchAreaOf","http://vivoweb.org/ontology/core#researchAreaOf"
"dbpedia-owl:workArea","http://dbpedia.org/ontology/workArea"
"mads:fieldOfActivity","http://www.loc.gov/mads/rdf/v1#fieldOfActivity"
"frad:P3004","http://iflastandards.info/ns/fr/frad/P3004"
"frad:P3042","http://iflastandards.info/ns/fr/frad/P3042"
"schema:SportsActivityLocation","http://schema.org/SportsActivityLocation"
"schema:sportsActivityLocation","http://schema.org/sportsActivityLocation"
"ludo-gm:GameRecord","http://ns.inria.fr/ludo/v1/gamemodel#GameRecord"
"vgo:isAchievedInSession","http://purl.org/net/VideoGameOntology#isAchievedInSession"
"km4c:Group_practice","http://www.disit.org/km4city/schema#Group_practice"
"ludo-xapi:CommunityOfPractice","http://ns.inria.fr/ludo/v1/xapi#CommunityOfPractice"
"acm:K.7.4.1","http://acm.rkbexplorer.com/ontologies/acm#K.7.4.1"
"fabio:Play","http://purl.org/spar/fabio/Play"
"dbpedia-owl:Play","http://dbpedia.org/ontology/Play"
"pext:Play","http://www.ontotext.com/proton/protonext#Play"
"dbpedia-owl:playRole","http://dbpedia.org/ontology/playRole"
"dbpedia-owl:plays","http://dbpedia.org/ontology/plays"
"wai:plays","http://purl.org/wai#plays"
"music:plays","http://www.kanzaki.com/ns/music#plays"
"bf:temporalCoverage","http://id.loc.gov/ontologies/bibframe/temporalCoverage"
"cl:Resource","http://advene.org/ns/cinelab/ld#Resource"
"ntag:AnnotatedResource","http://ns.inria.fr/nicetag/2010/09/09/voc#AnnotatedResource"
"ebucore:Subject","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#Subject"
"lingvo:supportingResource","http://www.lingvoj.org/ontology#supportingResource"
"maso:Domaine","http://securitytoolbox.appspot.com/MASO#Domaine"
"dbpedia-owl:SkiArea","http://dbpedia.org/ontology/SkiArea"
"ignf:domainOfValidity","http://data.ign.fr/def/ignf#domainOfValidity"
"dbpedia-owl:topLevelDomain","http://dbpedia.org/ontology/topLevelDomain"
"ontosec:DomainEntities","http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl#DomainEntities"
"osp:hasCompetence","http://data.lirmm.fr/ontologies/osp#hasCompetence"
"voaf:similar","http://purl.org/vocommons/voaf#similar"
"voaf:extends","http://purl.org/vocommons/voaf#extends"
"maso:Algorithme","http://securitytoolbox.appspot.com/MASO#Algorithme"
"sport:discipline","http://www.bbc.co.uk/ontologies/sport/discipline"
"dbpedia-owl:discipline","http://dbpedia.org/ontology/discipline"
"dbpedia-owl:sportDiscipline","http://dbpedia.org/ontology/sportDiscipline"
"vaem:hasDiscipline","http://www.linkedmodel.org/schema/vaem#hasDiscipline"
"cis:SubjectDiscipline","http://dati.beniculturali.it/cis/SubjectDiscipline"
"fabio:hasDiscipline","http://purl.org/spar/fabio/hasDiscipline"
"vaem:Discipline","http://www.linkedmodel.org/schema/vaem#Discipline"
"cis:hasDiscipline","http://dati.beniculturali.it/cis/hasDiscipline"
"dbpedia-owl:athleticsDiscipline","http://dbpedia.org/ontology/athleticsDiscipline"
"dbpedia-owl:academicDiscipline","http://dbpedia.org/ontology/academicDiscipline"
"ludo-gm:Inventory","http://ns.inria.fr/ludo/v1/gamemodel#Inventory"
"transit:sequence","http://vocab.org/transit/terms/sequence"
"conversion:num_invocation_logs","http://purl.org/twc/vocab/conversion/num_invocation_logs"
"ov:csvRow","http://open.vocab.org/terms/csvRow"
"bibo:volume","http://purl.org/ontology/bibo/volume"
"dbpedia-owl:Archive","http://dbpedia.org/ontology/Archive"
"earth:Archive","http://linked.earth/ontology#Archive"
"eclap:Archive","http://www.eclap.eu/schema/eclap/Archive"
"nfo:Archive","http://www.semanticdesktop.org/ontologies/2007/03/22/nfo#Archive"
"lgdo:Shoal","http://linkedgeodata.org/ontology/Shoal"
"dicom:ArchiveRequested","http://purl.org/healthcarevocab/v1#ArchiveRequested"
"gdprt:ArchiveData","https://w3id.org/GDPRtEXT#ArchiveData"
"rami:CADarchive","http://iais.fraunhofer.de/vocabs/rami#CADarchive"
"fabio:WebArchive","http://purl.org/spar/fabio/WebArchive"
"cbo:itemNumber","http://comicmeta.org/cbo/itemNumber"
"nlon:itemNumber","http://lod.nl.go.kr/ontology/itemNumber"
"nlon:itemNumberOfLC","http://lod.nl.go.kr/ontology/itemNumberOfLC"
"nlon:itemNumberOfDDC","http://lod.nl.go.kr/ontology/itemNumberOfDDC"
"nlon:itemNumberOfNLK","http://lod.nl.go.kr/ontology/itemNumberOfNLK"
"pext:Arch","http://www.ontotext.com/proton/protonext#Arch"
"dbpedia-owl:march","http://dbpedia.org/ontology/march"
"akt:Researcher-In-Academia","http://www.aktors.org/ontology/portal#Researcher-In-Academia"
"gndo:hierarchicalSuperiorOfTheCorporateBody","http://d-nb.info/standards/elementset/gnd#hierarchicalSuperiorOfTheCorporateBody"
"gndo:architect","http://d-nb.info/standards/elementset/gnd#architect"
"lgdo:ArchaeologicalSite","http://linkedgeodata.org/ontology/ArchaeologicalSite"
"schema:Park","http://schema.org/Park"
"brt:Park","http://brt.basisregistraties.overheid.nl/def/top10nl#Park"
"pext:Park","http://www.ontotext.com/proton/protonext#Park"
"dbpedia-owl:Park","http://dbpedia.org/ontology/Park"
"lgdo:Park","http://linkedgeodata.org/ontology/Park"
"music:marks","http://www.kanzaki.com/ns/music#marks"
"mexalgo:Markov","http://mex.aksw.org/mex-algo#Markov"
"bci:Marker","https://w3id.org/BCI-ontology#Marker"
"locah:EAD","http://data.archiveshub.ac.uk/def/EAD"
"dicom:InstitutionCodeSequence","http://purl.org/healthcarevocab/v1#InstitutionCodeSequence"
"dicom:Tag.0008.0082","http://purl.org/healthcarevocab/v1#Tag.0008.0082"
"dicom:SequenceItem.InstitutionCodeSequence","http://purl.org/healthcarevocab/v1#SequenceItem.InstitutionCodeSequence"
"dicom:SequenceItem.Tag.0008.0082","http://purl.org/healthcarevocab/v1#SequenceItem.Tag.0008.0082"
"ebucore:dateDigitised","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#dateDigitised"
"dcndl:alternativeVolumeTitle","http://ndl.go.jp/dcndl/terms/alternativeVolumeTitle"
"dbpedia-owl:alternativeTitle","http://dbpedia.org/ontology/alternativeTitle"
"cbo:alternativeTitle","http://comicmeta.org/cbo/alternativeTitle"
"eli:title_alternative","http://data.europa.eu/eli/ontology#title_alternative"
"dcndl:alternativeVolumeTitleTranscription","http://ndl.go.jp/dcndl/terms/alternativeVolumeTitleTranscription"
"lom:coverage","http://data.opendiscoveryspace.eu/lom_ontology_ods.owl#coverage"
"iot-lite:Coverage","http://purl.oclc.org/NET/UNIS/fiware/iot-lite#Coverage"
"sio:SIO_001330","http://semanticscience.org/resource/SIO_001330"
"fabio:Metadata","http://purl.org/spar/fabio/Metadata"
"cogs:Metadata","http://vocab.deri.ie/cogs#Metadata"
"ebucore:MetadataTrack","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#MetadataTrack"
"bf:AdminMetadata","http://id.loc.gov/ontologies/bibframe/AdminMetadata"
"nlon:itemNumberOfOtherNumber","http://lod.nl.go.kr/ontology/itemNumberOfOtherNumber"
"pproc:numberOfLots","http://contsem.unizar.es/def/sector-publico/pproc#numberOfLots"
"ceo:hasNumberOfHyptertextPages","http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#hasNumberOfHyptertextPages"
"bibo:numPages","http://purl.org/ontology/bibo/numPages"
"dbpedia-owl:numberOfPages","http://dbpedia.org/ontology/numberOfPages"
"ov:numberOfPages","http://open.vocab.org/terms/numberOfPages"
"npg:pages","http://ns.nature.com/terms/pages"
"bibo:pages","http://purl.org/ontology/bibo/pages"
"opus:number","http://lsdis.cs.uga.edu/projects/semdis/opus#number"
"ebucore:hasMetadataAttributor","http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#hasMetadataAttributor"
"crm:P78i_identifies","http://www.cidoc-crm.org/cidoc-crm/P78i_identifies"
"crm:P131i_identifies","http://www.cidoc-crm.org/cidoc-crm/P131i_identifies"
"crm:P87i_identifies","http://www.cidoc-crm.org/cidoc-crm/P87i_identifies"
"crm:P149i_identifies","http://www.cidoc-crm.org/cidoc-crm/P149i_identifies"
"crm:P1i_identifies","http://www.cidoc-crm.org/cidoc-crm/P1i_identifies"
"irw:identifies","http://www.ontologydesignpatterns.org/ont/web/irw.owl#identifies"
"ecrm:P87i_identifies","http://erlangen-crm.org/current/P87i_identifies"
"ecrm:P131i_identifies","http://erlangen-crm.org/current/P131i_identifies"
"ecrm:P1i_identifies","http://erlangen-crm.org/current/P1i_identifies"
"gvp:ulan1500_related_to","http://vocab.getty.edu/ontology#ulan1500_related_to"
"gndo:relatedPerson","http://d-nb.info/standards/elementset/gnd#relatedPerson"
"rdarel2:relatedPerson","http://metadataregistry.org/uri/schema/RDARelationshipsGR2/relatedPerson"
"gvp:ulan1590_possibly_related_to","http://vocab.getty.edu/ontology#ulan1590_possibly_related_to"
"rdarel2:relatedPersonPerson","http://metadataregistry.org/uri/schema/RDARelationshipsGR2/relatedPersonPerson"
"rdarel2:relatedFamilyPerson","http://metadataregistry.org/uri/schema/RDARelationshipsGR2/relatedFamilyPerson"
"rdarel2:relatedCorporateBodyPerson","http://metadataregistry.org/uri/schema/RDARelationshipsGR2/relatedCorporateBodyPerson"
"rdarel2:relatedPersonCorporateBody","http://metadataregistry.org/uri/schema/RDARelationshipsGR2/relatedPersonCorporateBody"
"dbpedia-owl:Musical","http://dbpedia.org/ontology/Musical"
"dbpedia-owl:MusicFestival","http://dbpedia.org/ontology/MusicFestival"
"qb:Slice","http://purl.org/linked-data/cube#Slice"
"qb:slice","http://purl.org/linked-data/cube#slice"
"qb:DataStructureDefinition","http://purl.org/linked-data/cube#DataStructureDefinition"
"qb:SliceKey","http://purl.org/linked-data/cube#SliceKey"
"qb:sliceKey","http://purl.org/linked-data/cube#sliceKey"
"qb:sliceStructure","http://purl.org/linked-data/cube#sliceStructure"
"dicom:SliceThickness","http://purl.org/healthcarevocab/v1#SliceThickness"
"dicom:Tag.0054.0080","http://purl.org/healthcarevocab/v1#Tag.0054.0080"
"dicom:Tag.0020.1041","http://purl.org/healthcarevocab/v1#Tag.0020.1041"
"dicom:Tag.0018.0050","http://purl.org/healthcarevocab/v1#Tag.0018.0050"
"prvt:QueryExecution","http://purl.org/net/provenance/types#QueryExecution"
"ncal:cutype","http://www.semanticdesktop.org/ontologies/2007/04/02/ncal#cutype"
"pep:executor","https://w3id.org/pep/executor"
"pwo:executes","http://purl.org/spar/pwo/executes"
"mls:executes","http://www.w3.org/ns/mls#executes"
"arp:hasRelationTagliatoDa","http://www.arpenteur.org/ontology/Arpenteur.owl#hasRelationTagliatoDa"
"dicom:Tag.0018.925C","http://purl.org/healthcarevocab/v1#Tag.0018.925C"
"pr:shortcut","http://purl.org/ontology/prv/core#shortcut"
"npg:doi","http://ns.nature.com/terms/doi"
"bibo:doi","http://purl.org/ontology/bibo/doi"
"earth:hasDOI","http://linked.earth/ontology#hasDOI"
"m3lite:EnergyDOI","http://purl.org/iot/vocab/m3-lite#EnergyDOI"
"m3lite:Tourism","http://purl.org/iot/vocab/m3-lite#Tourism"
"m3lite:Transportation","http://purl.org/iot/vocab/m3-lite#Transportation"
"m3lite:Agriculture","http://purl.org/iot/vocab/m3-lite#Agriculture"
"m3lite:Emotion","http://purl.org/iot/vocab/m3-lite#Emotion"
"bibo:isbn","http://purl.org/ontology/bibo/isbn"
"opus:isbn","http://lsdis.cs.uga.edu/projects/semdis/opus#isbn"
"swrc:isbn","http://swrc.ontoware.org/ontology#isbn"
"pext:ISBN","http://www.ontotext.com/proton/protonext#ISBN"
"dbpedia-owl:isbn","http://dbpedia.org/ontology/isbn"
"og:isbn","http://ogp.me/ns#isbn"
"cbo:isbn","http://comicmeta.org/cbo/isbn"
"bf:Isbn","http://id.loc.gov/ontologies/bibframe/Isbn"
"bibo:isbn10","http://purl.org/ontology/bibo/isbn10"
"dbpedia-owl:Architect","http://dbpedia.org/ontology/Architect"
"dbpedia-owl:architect","http://dbpedia.org/ontology/architect"
"mrel:arc","http://id.loc.gov/vocabulary/relators/arc"
"rdarole:architect","http://rdvocab.info/roles/architect"
"pext:architect","http://www.ontotext.com/proton/protonext#architect"
"eclap:architect","http://www.eclap.eu/schema/eclap/architect"
"mrel:lsa","http://id.loc.gov/vocabulary/relators/lsa"
"rdaw:P10062","http://rdaregistry.info/Elements/w/P10062"
"rdarole:architectWork","http://rdvocab.info/roles/architectWork"
"mo:engineer","http://purl.org/ontology/mo/engineer"
"mo:engineered","http://purl.org/ontology/mo/engineered"
"mrel:eng","http://id.loc.gov/vocabulary/relators/eng"
"dbpedia-owl:Engineer","http://dbpedia.org/ontology/Engineer"
"dbpedia-owl:engineer","http://dbpedia.org/ontology/engineer"
"mo:SoundEngineer","http://purl.org/ontology/mo/SoundEngineer"
"rdarole:recordingEngineer","http://rdvocab.info/roles/recordingEngineer"
"mrel:rce","http://id.loc.gov/vocabulary/relators/rce"
"dbpedia-owl:principalEngineer","http://dbpedia.org/ontology/principalEngineer"
"cbo:box","http://comicmeta.org/cbo/box"
"cbo:Box","http://comicmeta.org/cbo/Box"
"dbpedia-owl:BoxingLeague","http://dbpedia.org/ontology/BoxingLeague"
"dbpedia-owl:BoxingCategory","http://dbpedia.org/ontology/BoxingCategory"
"locah:archbox","http://data.archiveshub.ac.uk/def/archbox"
"lgdo:PostBox","http://linkedgeodata.org/ontology/PostBox"
"schema:box","http://schema.org/box"
"doco:FigureBox","http://purl.org/spar/doco/FigureBox"
"doco:FormulaBox","http://purl.org/spar/doco/FormulaBox"
"music:Ballet","http://www.kanzaki.com/ns/music#Ballet"
"eqp:BallBearing","https://data.nasa.gov/ontologies/atmonto/equipment#BallBearing"
"dbpedia-owl:BasketballTeam","http://dbpedia.org/ontology/BasketballTeam"
"bevon:Highball","http://rdfs.co/bevon/Highball"
"cbo:Balloon","http://comicmeta.org/cbo/Balloon"
"cbo:balloon","http://comicmeta.org/cbo/balloon"
"music:Ballet_Event","http://www.kanzaki.com/ns/music#Ballet_Event"
"br:Site","http://vocab.deri.ie/br#Site"
"br:hasExpectation","http://vocab.deri.ie/br#hasExpectation"
"br:hasParticipant","http://vocab.deri.ie/br#hasParticipant"
"br:Participant","http://vocab.deri.ie/br#Participant"
"br:hasEvent","http://vocab.deri.ie/br#hasEvent"
"br:title","http://vocab.deri.ie/br#title"
"br:BrTopic","http://vocab.deri.ie/br#BrTopic"
"br:Objective","http://vocab.deri.ie/br#Objective"
"br:description","http://vocab.deri.ie/br#description"
"llont:Algorithm","http://www.linklion.org/ontology#Algorithm"
"obo:IAO_0000064","http://purl.obolibrary.org/obo/IAO_0000064"
"sio:SIO_000094","http://semanticscience.org/resource/SIO_000094"
"fabio:Algorithm","http://purl.org/spar/fabio/Algorithm"
"onyx:algorithm","http://www.gsi.dit.upm.es/ontologies/onyx/ns#algorithm"
"skos:broaderTransitive","http://www.w3.org/2004/02/skos/core#broaderTransitive"
"vrank:Algorithm","http://purl.org/voc/vrank#Algorithm"
"skos:narrowerTransitive","http://www.w3.org/2004/02/skos/core#narrowerTransitive"
"stac:SymmetricAlgorithm","http://securitytoolbox.appspot.com/stac#SymmetricAlgorithm"
"trait:Female","http://contextus.net/ontology/ontomedia/ext/common/trait#Female"
"vcard:Female","http://www.w3.org/2006/vcard/ns#Female"
"obo:PATO_0000383","http://purl.obolibrary.org/obo/PATO_0000383"
"sio:SIO_010052","http://semanticscience.org/resource/SIO_010052"
"txn:Sex_female","http://lod.taxonconcept.org/ontology/txn.owl#Sex_female"
"tmo:TMO_0088","http://www.w3.org/2001/sw/hcls/ns/transmed/TMO_0088"
"plink:Femme","http://cedric.cnam.fr/isid/ontologies/PersonLink.owl#Femme"
"dbpedia-owl:championInDoubleFemale","http://dbpedia.org/ontology/championInDoubleFemale"
"pext:Woman","http://www.ontotext.com/proton/protonext#Woman"
"pext:hasHusband","http://www.ontotext.com/proton/protonext#hasHusband"
"cgov:CorporationSole","http://reference.data.gov.uk/def/central-government/CorporationSole"
"cwrc:hasFunctionalRelation","http://sparql.cwrc.ca/ontologies/cwrc#hasFunctionalRelation"
"gold:LocativeCase","http://purl.org/linguistics/gold/LocativeCase"
"cwrc:DomesticEducationContext","http://sparql.cwrc.ca/ontologies/cwrc#DomesticEducationContext"
